game_play_id,motion_one,motion_two,motion_three,motion_four,motion_five,motion_six
2022091108 2846,0,1,0,0,0,0
2022091108 2867,0,0,1,0,0,0
2022091108 2914,0,1,0,0,0,0
2022091108 2938,0,1,1,0,0,0
2022091108 296,0,1,0,0,0,0
2022091108 3063,0,2,0,0,0,0
2022091108 3084,0,1,0,0,0,0
2022091108 3105,0,1,0,0,0,0
2022091108 3132,0,0,0,1,0,0
2022091108 3177,0,0,0,1,1,0
2022091108 318,0,0,1,0,0,0
2022091108 3227,0,0,0,1,0,0
2022091108 3251,0,0,0,1,0,0
2022091108 3396,0,1,0,0,0,0
2022091108 347,0,1,0,0,0,0
2022091108 3523,0,0,1,0,0,0
2022091108 3561,0,1,0,0,0,0
2022091108 3599,0,0,1,0,0,0
2022091108 445,0,1,0,0,0,0
2022091108 494,1,0,0,0,0,0
2022091108 515,0,0,0,1,0,0
2022091108 588,0,1,0,0,0,0
2022091108 614,0,1,0,0,0,0
2022091108 633,0,0,1,0,0,0
2022091108 676,0,0,0,0,1,1
2022091108 705,0,0,0,1,4,0
2022091108 729,0,0,0,1,0,0
2022091108 815,0,0,1,0,0,0
2022091108 83,0,2,0,0,0,0
2022091108 947,0,0,0,2,0,0
2022091108 968,0,0,0,0,1,0
2022091109 1002,0,0,0,1,0,0
2022091109 1041,0,0,0,0,1,0
2022091109 1096,0,0,0,2,0,0
2022091109 1120,0,0,0,1,0,0
2022091109 1176,0,1,0,0,0,0
2022091109 1198,0,0,1,0,0,0
2022091109 1219,0,0,1,0,0,0
2022091109 1266,0,0,0,1,0,0
2022091109 1309,0,0,0,0,3,0
2022091109 1390,0,1,0,0,0,0
2022091109 1475,0,0,0,0,1,0
2022091109 1499,1,0,0,0,0,0
2022091109 1520,0,1,0,0,0,0
2022091109 1570,0,1,0,0,0,0
2022091109 1592,0,0,1,0,0,0
2022091109 163,0,0,0,1,0,0
2022091109 1636,0,0,0,3,0,0
2022091109 1657,0,0,0,1,0,0
2022091109 1705,0,0,0,1,0,0
2022091109 1729,0,0,0,1,0,0
2022091109 1827,0,0,0,0,0,1
2022091109 187,0,0,0,1,0,0
2022091109 1915,0,1,0,0,0,0
2022091109 2061,0,0,1,0,0,0
2022091109 208,1,0,0,0,0,0
2022091109 2245,0,0,1,0,0,0
2022091109 2383,0,0,0,2,0,0
2022091109 2425,0,0,0,1,0,0
2022091109 2481,0,0,0,1,0,0
2022091109 251,1,0,0,0,0,0
2022091109 2558,0,1,1,0,0,0
2022091109 2614,0,1,0,0,0,0
2022091109 2678,0,1,1,0,0,0
2022091109 2726,0,0,0,1,0,0
2022091109 2747,0,0,0,1,0,0
2022091109 2776,0,0,0,0,1,0
2022091109 2803,0,0,0,1,0,0
2022091109 2824,0,0,0,0,1,0
2022091109 2872,0,0,0,1,0,0
2022091109 2941,0,0,0,1,0,0
2022091109 2991,0,0,0,0,1,0
2022091109 3087,0,1,0,0,0,0
2022091109 3156,0,0,0,1,0,0
2022091109 316,0,1,0,0,0,0
2022091109 3208,1,0,0,0,0,0
2022091109 3229,0,1,0,0,0,0
2022091109 3253,0,0,1,0,0,0
2022091109 338,0,1,0,0,0,0
2022091109 3381,0,0,1,0,0,0
2022091109 3437,0,0,0,1,0,0
2022091109 3568,0,0,0,0,1,0
2022091109 3752,0,0,0,1,0,0
2022091109 3797,0,0,1,0,0,0
2022091109 383,0,0,1,0,0,0
2022091109 3938,0,0,0,2,0,0
2022091109 4051,0,0,0,1,1,0
2022091109 4075,1,0,0,0,0,0
2022091109 4096,0,0,0,1,0,0
2022091109 4117,0,0,0,1,0,0
2022091109 4155,0,0,0,3,0,0
2022091109 4193,0,0,0,1,0,0
2022091109 4232,0,0,0,1,0,0
2022091109 4387,0,0,1,0,0,0
2022091109 4443,0,0,1,0,0,0
2022091109 4474,0,0,0,1,0,0
2022091109 4512,0,0,0,1,0,0
2022091109 462,0,1,0,0,0,0
2022091109 483,0,0,1,0,0,0
2022091109 539,0,0,0,1,0,0
2022091109 587,0,0,0,0,1,0
2022091109 611,0,0,0,1,0,0
2022091109 656,0,0,0,2,0,0
2022091109 677,0,0,0,1,0,0
2022091109 721,0,1,0,0,0,0
2022091109 767,0,0,1,0,0,0
2022091109 839,0,1,1,0,0,0
2022091109 863,0,1,0,0,0,0
2022091109 888,0,1,0,0,0,0
2022091110 102,0,0,0,1,0,0
2022091110 1047,0,1,0,0,0,0
2022091110 1068,0,0,1,0,0,0
2022091110 1092,0,1,0,0,0,0
2022091110 1113,0,0,1,0,0,0
2022091110 1163,0,0,0,0,1,0
2022091110 1203,0,0,1,0,0,0
2022091110 123,0,0,0,0,1,0
2022091110 1232,0,0,1,0,0,0
2022091110 1256,0,0,1,0,0,0
2022091110 1290,0,1,0,0,0,0
2022091110 1338,0,0,1,0,0,0
2022091110 1394,0,0,0,1,0,0
2022091110 1418,1,0,0,0,0,0
2022091110 1442,0,0,0,0,2,0
2022091110 1494,0,1,0,0,0,0
2022091110 1515,0,1,0,0,0,0
2022091110 1539,0,0,1,0,0,0
2022091110 1560,0,0,1,0,0,0
2022091110 1584,0,0,1,0,0,0
2022091110 1695,0,0,0,0,0,1
2022091110 171,0,0,0,0,1,0
2022091110 1908,0,0,0,1,0,0
2022091110 1937,0,0,0,1,0,0
2022091110 195,0,0,0,1,0,0
2022091110 2000,0,0,0,1,0,0
2022091110 2022,0,1,0,0,0,0
2022091110 2085,0,1,0,0,0,0
2022091110 2126,0,1,0,0,0,0
2022091110 219,0,0,0,1,0,0
2022091110 2266,0,0,0,1,0,0
2022091110 2287,0,0,0,0,1,0
2022091110 2356,1,0,0,0,0,0
2022091110 2380,0,0,0,0,2,0
2022091110 240,0,0,0,1,1,1
2022091110 2448,0,1,0,0,0,0
2022091110 2531,0,2,0,0,0,0
2022091110 2587,0,0,0,1,0,0
2022091110 2677,0,0,1,0,0,0
2022091110 269,1,0,0,0,0,0
2022091110 2720,0,0,1,0,0,0
2022091110 2765,0,1,0,0,0,0
2022091110 2786,0,1,0,0,0,0
2022091110 2869,0,1,0,0,0,0
2022091110 291,0,0,0,1,0,0
2022091110 2978,0,0,0,0,0,1
2022091110 3161,0,0,1,0,0,0
2022091110 3209,0,0,1,0,0,0
2022091110 3331,0,0,0,1,0,0
2022091110 3378,0,0,0,1,0,0
2022091110 3423,0,0,0,1,0,0
2022091110 3449,NA,NA,NA,NA,NA,NA
2022091110 347,0,3,0,0,0,0
2022091110 3471,0,0,0,1,0,0
2022091110 3492,0,0,0,0,1,0
2022091110 3623,0,1,1,0,0,0
2022091110 3767,0,0,0,1,1,0
2022091110 3797,0,0,0,1,0,0
2022091110 3821,0,0,0,1,0,0
2022091110 3842,0,0,0,1,0,0
2022091110 3879,0,0,0,1,0,0
2022091110 460,0,0,0,1,0,0
2022091110 514,0,0,0,1,0,0
2022091110 55,0,0,0,1,0,0
2022091110 593,0,0,0,0,1,0
2022091110 649,0,0,0,0,0,1
2022091110 673,1,0,0,0,0,0
2022091110 750,0,0,1,0,0,0
2022091110 774,0,1,0,0,0,0
2022091110 823,1,1,0,0,0,0
2022091110 913,0,0,0,0,1,0
2022091110 968,0,0,0,0,1,0
2022091110 994,0,0,0,1,0,0
2022091111 100,0,1,0,0,0,0
2022091111 1038,0,0,0,2,0,0
2022091111 1124,0,0,1,0,0,0
2022091111 1192,1,0,0,0,0,0
2022091111 121,0,1,0,0,0,0
2022091111 1307,0,0,0,1,0,0
2022091111 1368,0,0,0,1,0,0
2022091111 142,0,1,0,0,0,0
2022091111 1567,0,0,1,0,0,0
2022091111 166,1,0,0,0,0,0
2022091111 1706,0,1,0,0,0,0
2022091111 1790,0,0,1,0,0,0
2022091111 1819,0,1,0,0,0,0
2022091111 187,0,0,0,0,1,0
2022091111 1925,0,0,0,0,1,0
2022091111 1946,1,0,0,0,0,0
2022091111 1975,0,0,0,1,0,0
2022091111 2044,0,0,0,1,0,0
2022091111 208,0,0,0,0,0,1
2022091111 2089,1,0,0,0,0,0
2022091111 2212,0,0,1,0,0,0
2022091111 2236,0,0,1,0,0,0
2022091111 2257,0,0,2,0,0,0
2022091111 2278,0,1,0,0,0,0
2022091111 2299,0,0,1,0,0,0
2022091111 232,0,1,0,0,0,0
2022091111 2321,0,0,1,0,0,0
2022091111 2360,0,1,0,0,0,0
2022091111 2400,0,0,1,0,0,0
2022091111 2543,0,0,0,1,0,0
2022091111 2633,0,0,0,0,1,0
2022091111 2657,0,0,0,0,1,0
2022091111 2681,0,0,0,0,1,0
2022091111 2725,0,1,0,0,0,0
2022091111 2746,0,1,0,0,0,0
2022091111 2849,0,0,0,0,1,0
2022091111 2901,0,0,0,1,0,0
2022091111 2922,0,0,0,0,0,1
2022091111 2946,0,1,0,0,0,0
2022091111 2988,0,1,0,0,0,0
2022091111 3123,0,0,0,0,1,0
2022091111 3171,0,0,0,1,0,0
2022091111 336,0,0,0,2,1,0
2022091111 3404,0,0,0,0,2,0
2022091111 3433,0,0,0,1,0,0
2022091111 3457,0,0,0,2,1,0
2022091111 3479,0,0,0,1,0,0
2022091111 3525,0,0,0,1,0,0
2022091111 360,0,0,0,1,0,0
2022091111 430,0,0,0,1,0,0
2022091111 451,0,0,0,1,0,0
2022091111 475,0,0,0,1,0,0
2022091111 520,0,0,0,1,2,1
2022091111 542,0,0,0,0,0,1
2022091111 566,0,0,0,1,0,0
2022091111 587,1,0,0,0,0,0
2022091111 609,0,0,0,1,0,0
2022091111 665,NA,NA,NA,NA,NA,NA
2022091111 770,0,0,0,0,0,1
2022091111 818,0,1,0,0,0,0
2022091111 839,0,0,1,0,0,0
2022091111 899,0,0,0,1,0,0
2022091111 973,0,0,0,2,0,0
2022091112 1020,0,1,0,0,0,0
2022091112 1058,0,1,0,0,0,0
2022091112 112,0,0,5,0,0,0
2022091112 1123,0,0,1,0,0,0
2022091112 1165,0,0,0,2,0,0
2022091112 1186,0,0,0,2,0,0
2022091112 1281,0,0,0,0,1,0
2022091112 133,0,0,2,0,0,0
2022091112 1360,0,1,0,0,0,0
2022091112 1406,0,1,0,0,0,0
2022091112 1458,0,0,0,3,0,0
2022091112 1613,0,0,0,1,1,0
2022091112 1674,0,1,0,0,0,0
2022091112 205,0,1,0,0,0,0
2022091112 2072,0,0,0,0,0,1
2022091112 2093,0,0,0,0,1,0
2022091112 2167,1,0,0,0,0,0
2022091112 2225,0,1,0,0,0,0
2022091112 2246,0,1,0,0,0,0
2022091112 227,0,0,1,0,0,0
2022091112 2294,0,0,1,0,0,0
2022091112 2315,0,1,0,0,0,0
2022091112 2370,0,1,0,0,0,0
2022091112 2428,0,0,0,1,0,0
2022091112 2501,0,0,0,1,0,0
2022091112 251,0,2,0,0,0,0
2022091112 2612,0,1,0,0,0,0
2022091112 2680,0,0,0,0,0,1
2022091112 275,0,0,2,0,0,0
2022091112 2840,0,1,0,0,0,0
2022091112 2981,0,1,0,0,0,0
2022091112 3002,0,0,1,0,0,0
2022091112 3029,0,1,0,0,0,0
2022091112 3072,0,1,0,0,0,0
2022091112 3128,0,0,0,0,0,1
2022091112 3224,0,0,0,0,2,0
2022091112 336,0,0,0,1,0,0
2022091112 3361,0,0,0,1,0,0
2022091112 3416,0,1,0,0,0,0
2022091112 3492,0,1,0,0,0,0
2022091112 3551,0,0,0,0,0,1
2022091112 358,0,0,0,0,1,0
2022091112 3589,0,1,0,0,0,0
2022091112 3627,0,1,0,0,0,0
2022091112 379,1,0,0,0,0,0
2022091112 401,0,0,0,1,0,0
2022091112 422,0,0,0,1,0,1
2022091112 463,0,0,1,0,0,0
2022091112 484,0,1,0,0,0,0
2022091112 508,0,0,3,0,0,0
2022091112 573,1,0,0,0,0,0
2022091112 611,0,0,0,1,0,0
2022091112 62,0,1,1,0,0,0
2022091112 715,0,1,0,0,0,0
2022091112 736,0,1,1,0,0,0
2022091112 760,0,1,1,0,0,0
2022091112 800,0,0,0,1,0,0
2022091112 862,0,0,1,0,0,0
2022091112 891,0,1,0,0,0,0
2022091112 917,0,0,1,0,0,0
2022091112 941,0,1,0,0,0,0
2022091112 965,0,0,1,0,0,0
2022091113 1038,0,0,0,1,0,0
2022091113 1059,0,0,0,1,0,0
2022091113 1080,0,0,0,1,0,0
2022091113 110,0,0,0,1,0,0
2022091113 1101,0,0,0,0,1,0
2022091113 1170,0,0,0,1,0,0
2022091113 1196,0,0,0,1,0,0
2022091113 1241,1,0,0,0,0,0
2022091113 1318,0,1,0,0,0,0
2022091113 1363,0,1,1,0,0,0
2022091113 1389,0,0,0,2,0,0
2022091113 1436,0,0,0,1,0,0
2022091113 1545,0,1,0,0,0,0
2022091113 1566,0,0,1,0,0,0
2022091113 1587,0,0,1,0,0,0
2022091113 1609,0,1,0,0,0,0
2022091113 1631,0,0,1,0,0,0
2022091113 1812,0,0,0,0,1,0
2022091113 1984,0,1,0,0,0,0
2022091113 2009,0,1,1,0,0,0
2022091113 2030,0,0,1,0,0,0
2022091113 2077,0,0,1,0,0,0
2022091113 2180,0,0,0,1,0,0
2022091113 2201,0,0,0,0,1,0
2022091113 224,0,0,0,1,4,0
2022091113 2262,0,0,0,0,2,0
2022091113 2283,1,0,0,0,0,0
2022091113 2307,0,0,0,0,1,0
2022091113 2398,0,1,0,0,0,0
2022091113 2470,0,1,0,0,0,0
2022091113 2494,0,1,0,0,0,0
2022091113 2598,0,0,0,0,1,0
2022091113 2620,0,0,0,0,1,0
2022091113 267,0,0,0,1,0,0
2022091113 2672,1,0,0,0,0,0
2022091113 2743,0,0,0,0,1,0
2022091113 2890,0,0,1,0,0,0
2022091113 2911,0,1,0,0,0,0
2022091113 2954,1,0,0,0,0,0
2022091113 3057,0,0,0,1,0,0
2022091113 3113,0,0,0,0,1,0
2022091113 3173,0,0,0,0,1,0
2022091113 3211,0,0,0,1,0,0
2022091113 3237,0,0,0,1,0,0
2022091113 3263,0,0,0,0,1,0
2022091113 3284,0,0,0,1,0,0
2022091113 334,0,0,0,0,1,0
2022091113 3355,0,1,0,0,0,0
2022091113 3385,0,0,1,0,0,0
2022091113 3531,0,1,0,0,0,0
2022091113 3577,0,0,1,0,0,0
2022091113 3642,0,0,0,1,0,0
2022091113 3684,0,0,0,1,0,0
2022091113 3722,0,0,0,1,0,0
2022091113 3785,0,1,0,0,0,0
2022091113 3807,0,1,0,0,0,0
2022091113 3853,0,0,1,0,0,0
2022091113 3894,0,0,1,0,0,0
2022091113 4016,0,0,0,1,0,0
2022091113 413,0,1,0,0,0,0
2022091113 465,0,1,0,0,0,0
2022091113 510,0,1,0,0,0,0
2022091113 586,0,0,0,1,0,0
2022091113 65,1,0,0,0,0,0
2022091113 708,0,0,1,0,0,0
2022091113 803,0,1,0,0,0,0
2022091113 824,0,0,1,0,0,0
2022091113 902,0,0,0,1,0,0
2022091113 923,0,0,0,0,0,1
2022091113 966,0,0,1,0,0,0
2022091200 1004,0,0,0,1,0,0
2022091200 1028,0,0,0,0,0,1
2022091200 1057,0,0,0,0,1,0
2022091200 1217,0,0,0,1,0,0
2022091200 1241,1,0,0,0,0,0
2022091200 1299,0,1,0,0,0,0
2022091200 1433,0,0,0,0,1,0
2022091200 1465,0,0,0,1,0,0
2022091200 1487,0,0,0,0,1,0
2022091200 1521,0,0,0,2,0,0
2022091200 1579,0,0,0,1,0,0
2022091200 1642,0,1,0,0,0,0
2022091200 1680,0,1,0,0,0,0
2022091200 1815,0,0,1,0,0,0
2022091200 1988,0,1,0,0,0,0
2022091200 2009,0,0,1,0,0,0
2022091200 2038,0,1,0,0,0,0
2022091200 2067,0,0,0,0,1,0
2022091200 2188,0,1,0,0,0,0
2022091200 2268,0,0,1,0,0,0
2022091200 2370,0,0,0,1,0,0
2022091200 2479,0,0,0,1,0,0
2022091200 2522,0,0,0,0,1,0
2022091200 2591,0,0,4,0,0,0
2022091200 2613,0,1,0,0,0,0
2022091200 264,0,0,0,1,0,0
2022091200 2667,0,1,0,0,0,0
2022091200 2688,0,1,0,0,0,0
2022091200 2712,0,1,1,0,0,0
2022091200 2750,0,0,0,1,0,0
2022091200 2779,0,0,0,1,0,0
2022091200 286,0,0,0,0,0,1
2022091200 2923,0,0,1,0,0,0
2022091200 2944,0,2,1,0,0,0
2022091200 3001,0,0,1,0,0,0
2022091200 3048,0,0,0,1,0,0
2022091200 3077,0,0,0,1,0,0
2022091200 315,0,0,0,0,1,0
2022091200 3194,0,0,0,2,0,0
2022091200 3216,0,0,0,0,1,0
2022091200 3296,0,0,0,0,1,0
2022091200 3382,0,0,0,1,0,0
2022091200 346,0,0,0,1,0,0
2022091200 3491,0,1,0,0,0,0
2022091200 3553,0,0,0,1,0,0
2022091200 3596,0,0,0,1,0,0
2022091200 3723,0,0,0,0,1,0
2022091200 401,0,0,0,1,0,0
2022091200 446,0,0,0,0,1,0
2022091200 64,0,2,0,0,0,0
2022091200 643,0,1,1,0,0,0
2022091200 664,0,1,0,0,0,0
2022091200 688,0,1,0,0,0,0
2022091200 716,0,1,0,0,0,0
2022091200 762,0,0,0,1,0,0
2022091200 786,0,0,0,0,1,0
2022091200 810,0,0,0,1,1,0
2022091200 85,0,1,0,0,0,0
2022091200 931,0,1,0,0,0,0
2022091200 983,0,0,0,1,0,0
2022091500 1017,0,1,0,0,0,0
2022091500 1041,0,1,0,0,0,0
2022091500 1076,0,1,0,0,0,0
2022091500 1191,0,0,0,1,0,0
2022091500 1237,0,0,0,3,0,0
2022091500 1258,0,0,0,0,1,0
2022091500 1300,0,0,0,0,1,0
2022091500 1341,0,1,0,0,0,0
2022091500 1362,0,0,1,0,0,0
2022091500 1386,0,0,1,0,0,0
2022091500 1410,0,1,0,0,0,0
2022091500 142,0,0,0,1,0,0
2022091500 1431,0,1,0,0,0,0
2022091500 1511,0,0,0,1,0,0
2022091500 1577,0,0,0,0,1,0
2022091500 1615,0,0,0,1,0,0
2022091500 171,0,0,0,1,0,0
2022091500 1741,0,1,0,0,0,0
2022091500 1908,0,0,1,0,0,0
2022091500 195,0,0,0,1,0,0
2022091500 1959,0,0,1,0,0,0
2022091500 2025,0,1,0,0,0,0
2022091500 2233,1,0,0,0,0,0
2022091500 2257,0,0,0,0,1,0
2022091500 2315,0,0,0,0,1,0
2022091500 233,0,1,0,0,0,0
2022091500 2337,1,0,0,0,0,0
2022091500 2359,0,0,0,1,0,0
2022091500 2501,0,0,0,0,1,0
2022091500 2562,0,0,0,1,0,0
2022091500 257,0,1,0,0,0,0
2022091500 2625,0,1,0,0,0,0
2022091500 2685,0,0,0,1,0,0
2022091500 2807,1,0,0,0,0,0
2022091500 2852,0,0,0,0,3,0
2022091500 3032,0,0,0,1,0,0
2022091500 3061,1,0,0,0,0,0
2022091500 3090,0,0,0,1,0,0
2022091500 3114,0,0,0,0,0,1
2022091500 3200,0,0,1,0,0,0
2022091500 3224,0,0,0,1,0,0
2022091500 324,0,0,0,0,1,0
2022091500 3245,0,0,0,0,1,0
2022091500 3329,0,0,1,0,0,0
2022091500 3350,0,0,1,0,0,0
2022091500 3458,0,0,0,0,0,1
2022091500 348,0,1,0,0,0,0
2022091500 3658,0,1,0,0,0,0
2022091500 369,0,1,0,0,0,0
2022091500 3708,0,1,0,0,0,0
2022091500 3833,0,0,0,1,0,0
2022091500 424,0,0,1,0,0,0
2022091500 446,0,1,0,0,0,0
2022091500 475,0,1,0,0,0,0
2022091500 538,0,0,0,1,0,0
2022091500 55,0,0,0,1,0,0
2022091500 559,0,0,0,0,1,0
2022091500 578,0,0,0,1,0,0
2022091500 627,0,1,0,0,0,0
2022091500 699,0,0,0,1,0,0
2022091500 741,0,1,0,0,0,0
2022091500 776,0,1,0,0,0,0
2022091500 816,1,0,0,1,0,0
2022091500 923,1,0,0,0,0,0
2022091500 97,0,1,0,2,0,0
2022091800 1018,0,0,1,0,0,0
2022091800 1052,0,1,0,0,0,0
2022091800 1108,0,0,0,1,0,1
2022091800 1164,0,1,0,0,0,0
2022091800 117,0,0,0,1,0,0
2022091800 1188,0,2,0,0,0,0
2022091800 1209,0,0,2,0,0,0
2022091800 1256,0,1,0,0,0,0
2022091800 1278,0,0,1,0,0,0
2022091800 1297,0,1,0,0,0,0
2022091800 1356,0,0,0,0,0,2
2022091800 1377,0,0,0,1,0,0
2022091800 141,0,0,0,1,0,0
2022091800 1427,0,0,0,1,0,0
2022091800 1459,0,0,0,1,0,0
2022091800 1513,0,0,0,2,0,0
2022091800 1597,0,1,0,0,0,0
2022091800 1621,0,1,0,0,0,0
2022091800 1642,0,0,1,0,0,0
2022091800 165,0,0,0,1,0,0
2022091800 1688,0,2,0,0,0,0
2022091800 1722,0,1,0,0,0,0
2022091800 1744,0,0,1,0,0,0
2022091800 1828,0,0,0,0,0,1
2022091800 1949,0,0,0,1,0,0
2022091800 2098,0,0,0,0,0,1
2022091800 2122,0,0,0,1,0,0
2022091800 2172,0,0,0,1,0,0
2022091800 229,0,0,0,0,1,0
2022091800 2329,0,0,0,1,0,0
2022091800 2358,1,0,0,0,0,0
2022091800 2382,0,0,0,0,1,0
2022091800 2460,0,1,0,0,0,0
2022091800 2482,0,1,0,0,0,0
2022091800 2506,0,1,0,0,0,0
2022091800 253,0,0,0,0,0,1
2022091800 2581,0,0,0,2,0,0
2022091800 2602,0,0,0,1,0,0
2022091800 2682,0,0,0,0,1,0
2022091800 2715,1,0,0,0,1,0
2022091800 2756,0,0,1,0,0,0
2022091800 281,0,0,0,2,0,0
2022091800 2858,0,0,0,1,0,0
2022091800 2901,0,1,0,0,0,0
2022091800 2953,0,1,0,0,0,0
2022091800 2977,0,1,0,0,0,0
2022091800 3023,0,1,0,0,0,0
2022091800 3089,0,0,0,1,0,0
2022091800 3137,0,0,0,1,0,0
2022091800 3158,0,0,0,1,0,0
2022091800 317,0,1,0,0,0,0
2022091800 3179,0,0,0,2,0,1
2022091800 3207,0,0,1,0,0,0
2022091800 3236,1,0,0,0,0,0
2022091800 3260,0,0,0,1,0,0
2022091800 3282,0,0,0,1,0,0
2022091800 3309,0,0,0,1,0,0
2022091800 3502,0,1,0,0,0,0
2022091800 3547,0,1,0,0,0,0
2022091800 360,0,1,0,0,0,0
2022091800 3603,0,0,0,1,0,0
2022091800 3660,0,0,0,1,0,0
2022091800 3729,0,0,0,1,0,0
2022091800 3803,0,1,0,0,0,0
2022091800 384,0,1,0,0,0,0
2022091800 3850,0,1,0,0,0,0
2022091800 3898,0,1,0,0,0,0
2022091800 3961,0,0,1,0,0,0
2022091800 405,0,1,0,0,0,0
2022091800 426,0,0,0,1,0,0
2022091800 447,1,0,0,0,0,0
2022091800 492,0,1,0,0,0,0
2022091800 563,0,1,0,0,0,0
2022091800 666,0,2,0,0,0,0
2022091800 724,0,2,0,0,0,0
2022091800 785,0,0,0,1,0,0
2022091800 883,0,1,0,0,0,0
2022091800 913,0,0,1,0,0,0
2022091800 937,0,1,0,0,0,0
2022091800 96,0,0,0,1,0,0
2022091800 966,0,1,0,0,0,0
2022091801 1003,0,1,0,0,0,0
2022091801 1024,0,1,0,0,0,0
2022091801 1048,0,1,0,0,0,0
2022091801 105,0,1,0,0,0,0
2022091801 1112,0,2,0,0,0,0
2022091801 1154,0,1,0,0,0,0
2022091801 1204,0,2,0,0,0,0
2022091801 1331,0,0,0,0,1,0
2022091801 1391,0,0,0,1,0,0
2022091801 1412,0,0,0,1,0,0
2022091801 1433,0,0,0,1,0,0
2022091801 1509,0,0,0,0,1,0
2022091801 1533,0,0,0,0,1,0
2022091801 1568,0,1,0,0,0,0
2022091801 1626,0,0,1,0,0,0
2022091801 1650,0,0,1,0,0,0
2022091801 1711,0,0,0,0,1,0
2022091801 1783,0,0,0,1,0,0
2022091801 1807,0,0,0,0,1,0
2022091801 1867,0,0,0,1,0,0
2022091801 1952,0,1,0,0,0,0
2022091801 2022,0,1,0,0,0,0
2022091801 2043,0,2,0,0,0,0
2022091801 2067,0,2,0,0,0,0
2022091801 2090,0,2,0,0,0,0
2022091801 2138,0,0,1,0,0,0
2022091801 2162,0,0,1,0,0,0
2022091801 218,0,0,0,1,0,0
2022091801 2197,0,0,1,0,0,0
2022091801 2218,0,0,3,0,0,0
2022091801 2296,0,0,0,1,1,0
2022091801 2317,0,0,0,0,1,0
2022091801 2344,0,0,0,1,0,0
2022091801 2368,0,0,0,1,0,0
2022091801 2390,0,0,0,2,0,0
2022091801 2412,0,0,0,1,0,0
2022091801 2439,0,0,0,0,1,0
2022091801 2460,0,0,0,1,0,0
2022091801 247,0,0,0,1,1,0
2022091801 2481,0,0,0,2,0,0
2022091801 2550,0,1,1,0,0,0
2022091801 2571,0,1,0,0,0,0
2022091801 2635,0,0,0,1,0,0
2022091801 2656,0,0,0,0,1,0
2022091801 271,0,0,0,1,0,0
2022091801 2716,0,0,0,1,0,0
2022091801 2737,0,0,0,1,0,0
2022091801 2761,0,0,0,0,1,0
2022091801 2894,0,1,0,0,0,0
2022091801 2916,0,1,0,0,0,0
2022091801 292,0,0,0,0,1,0
2022091801 2972,0,0,0,1,0,0
2022091801 3037,0,0,0,0,1,0
2022091801 3061,0,0,0,0,1,0
2022091801 3103,0,0,0,1,0,0
2022091801 3127,0,0,0,1,0,0
2022091801 313,0,0,0,1,0,0
2022091801 3151,0,0,0,1,0,0
2022091801 3208,0,0,0,0,1,0
2022091801 3271,0,1,1,0,0,0
2022091801 3295,0,1,0,0,0,0
2022091801 3319,0,0,1,0,0,0
2022091801 336,1,0,0,1,0,0
2022091801 3366,0,0,0,0,1,0
2022091801 3416,0,0,0,2,0,0
2022091801 3439,0,0,0,1,0,0
2022091801 3462,1,0,0,0,1,0
2022091801 3486,1,0,0,0,0,0
2022091801 360,0,0,0,1,0,0
2022091801 3710,0,0,0,0,1,0
2022091801 3741,0,0,0,1,0,0
2022091801 3769,0,0,0,1,0,0
2022091801 3956,1,0,0,0,0,0
2022091801 405,0,0,0,1,0,0
2022091801 4131,0,1,0,0,0,0
2022091801 451,0,0,0,0,2,0
2022091801 480,0,0,0,0,1,0
2022091801 524,0,0,0,1,0,0
2022091801 577,0,1,0,0,0,0
2022091801 63,0,1,0,0,0,0
2022091801 645,0,1,0,0,0,0
2022091801 666,0,1,0,0,0,0
2022091801 688,0,1,0,0,0,0
2022091801 709,0,1,0,0,0,0
2022091801 811,0,1,0,0,0,0
2022091801 84,0,1,1,0,0,0
2022091801 859,0,0,0,0,1,0
2022091801 885,0,0,0,1,0,0
2022091801 930,0,0,0,1,0,0
2022091802 1010,0,0,0,2,0,0
2022091802 1034,0,0,0,0,1,0
2022091802 1055,0,0,0,0,1,1
2022091802 1209,0,0,0,1,0,0
2022091802 1233,0,0,0,2,0,0
2022091802 1282,0,0,0,1,0,0
2022091802 130,0,1,0,0,0,0
2022091802 1303,0,0,0,0,0,1
2022091802 1348,0,0,0,1,0,0
2022091802 1393,0,0,0,1,0,0
2022091802 1456,0,1,0,0,0,0
2022091802 1480,0,1,0,0,0,0
2022091802 1502,0,0,1,0,0,0
2022091802 1526,0,1,0,0,0,0
2022091802 1605,0,0,1,0,0,0
2022091802 1646,0,0,0,0,4,0
2022091802 1670,0,0,0,1,0,0
2022091802 1691,0,0,0,1,1,0
2022091802 1732,0,1,0,0,0,0
2022091802 174,0,0,0,0,1,0
2022091802 1954,0,0,0,1,0,0
2022091802 2001,0,1,0,0,0,0
2022091802 203,0,0,0,1,0,0
2022091802 2064,0,0,0,1,0,0
2022091802 2085,0,0,0,0,0,1
2022091802 2109,0,0,0,1,0,0
2022091802 2135,1,0,0,0,0,0
2022091802 2215,0,2,0,0,0,0
2022091802 2238,0,0,1,0,0,0
2022091802 224,0,0,0,0,1,0
2022091802 2259,0,1,1,0,0,0
2022091802 2306,0,0,0,0,0,1
2022091802 2330,0,0,0,1,0,0
2022091802 2377,0,0,1,0,0,0
2022091802 2430,0,1,0,0,0,0
2022091802 2451,0,1,0,0,0,0
